TMDB ID,IMDB ID,TITLE,YEAR,GENRE,RATING,RELEASED,ACTORS,AWARDS,COUNTRY,LANGUAGE,BOX OFFICE,ADJ. BOX OFFICE
35233,tt0111094,The Scout,1994,"Comedy, Drama, Sport",5.3,30 Sep 1994,"Albert Brooks, Brendan Fraser, Dianne Wiest, Anne Twomey",,USA,English,2667163.0,5378991.0
14291,tt0108065,Searching for Bobby Fischer,1993,"Biography, Drama",7.5,11 Aug 1993,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley",Nominated for 1 Oscar. Another 5 wins & 8 nominations.,USA,English,7266383.0,14796040.0
103413,tt0111102,Second Best,1994,Drama,7.1,30 Sep 1994,"William Hurt, Nathan Yapp, Keith Allen, Chris Cleary Miles",1 win & 2 nominations.,"UK, USA",English,86115.0,173672.0
11236,tt0108071,The Secret Garden,1993,"Drama, Family, Fantasy",7.3,13 Aug 1993,"Kate Maberly, Heydon Prowse, Andrew Knott, Maggie Smith",Nominated for 1 BAFTA Film Award. Another 3 wins & 5 nominations.,USA,English,31181347.0,63492452.0
11592,tt0111127,Serial Mom,1994,"Comedy, Crime, Horror",6.7,13 Apr 1994,"Kathleen Turner, Sam Waterston, Ricki Lake, Matthew Lillard",1 nomination.,USA,English,7881335.0,15894654.0
8850,tt0111143,The Shadow,1994,"Action, Adventure, Crime",6.0,01 Jul 1994,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle",4 nominations.,USA,English,32055248.0,64647306.0
695,tt0108122,Short Cuts,1993,"Comedy, Drama",7.7,01 Oct 1993,"Andie MacDowell, Bruce Davison, Jack Lemmon, Zane Cassidy",Nominated for 1 Oscar. Another 17 wins & 16 nominations.,USA,English,6110979.0,12443370.0
43535,tt0111194,A Simple Twist of Fate,1994,"Drama, Comedy",6.3,02 Sep 1994,"Steve Martin, Gabriel Byrne, Laura Linney, Catherine O'Hara",2 nominations.,USA,English,3428774.0,6914967.0
23210,tt0108149,Six Degrees of Separation,1993,"Comedy, Drama, Mystery",6.9,08 Dec 1993,"Stockard Channing, Will Smith, Donald Sutherland, Ian McKellen",Nominated for 1 Oscar. Another 5 nominations.,USA,English,6410676.0,13053622.0
858,tt0108160,Sleepless in Seattle,1993,"Comedy, Drama, Romance",6.8,25 Jun 1993,"Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber",Nominated for 2 Oscars. Another 4 wins & 14 nominations.,USA,English,126670704.0,257930926.0
867,tt0108162,Sliver,1993,"Drama, Thriller",4.9,21 May 1993,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker",4 wins & 9 nominations.,USA,English,36300000.0,73915217.0
13203,tt0108186,Son in Law,1993,"Comedy, Drama, Romance",5.7,02 Jul 1993,"Pauly Shore, Carla Gugino, Lane Smith, Cindy Pickett",1 nomination.,USA,English,36448200.0,74216986.0
10442,tt0108174,So I Married an Axe Murderer,1993,"Comedy, Romance",6.4,30 Jul 1993,"Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer",,USA,"English, Russian",11585483.0,23590729.0
11074,tt0108238,Striking Distance,1993,"Action, Crime, Mystery",5.8,17 Sep 1993,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore",,USA,English,23798623.0,48459514.0
9607,tt0108255,Super Mario Bros.,1993,"Adventure, Comedy, Family",4.0,28 May 1993,"Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis",2 nominations.,"UK, USA",English,20915465.0,42588736.0
17585,tt0111323,Surviving the Game,1994,"Action, Adventure, Crime",6.1,15 Apr 1994,"Ice-T, Rutger Hauer, Charles S. Dutton, Gary Busey",1 nomination.,USA,English,7690013.0,15508806.0
9057,tt0111400,Terminal Velocity,1994,"Action, Comedy, Mystery",5.4,23 Sep 1994,"Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald",,"USA, Canada",English,16478900.0,33233762.0
10635,tt0111418,Threesome,1994,"Comedy, Romance, Drama",6.2,08 Apr 1994,"Lara Flynn Boyle, Stephen Baldwin, Josh Charles, Alexis Arquette",,USA,English,14815000.0,29878098.0
9479,tt0107688,The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",8.0,29 Oct 1993,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey",Nominated for 1 Oscar. Another 7 wins & 7 nominations.,USA,English,75082668.0,152885722.0
10057,tt0108333,The Three Musketeers,1993,"Action, Adventure, Comedy",6.4,12 Nov 1993,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt",2 wins & 3 nominations.,"Austria, UK, USA",English,53898845.0,109750546.0
11969,tt0108358,Tombstone,1993,"Action, Biography, Drama",7.8,25 Dec 1993,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton",2 nominations.,USA,"English, Latin",56505065.0,115057414.0
41590,tt0111488,Trial by Jury,1994,"Thriller, Crime, Drama",5.3,09 Sep 1994,"Joanne Whalley, Armand Assante, Gabriel Byrne, William Hurt",,USA,English,6971777.0,14060306.0
319,tt0108399,True Romance,1993,"Crime, Drama, Romance",8.0,10 Sep 1993,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer",1 win & 8 nominations.,"USA, France","English, Italian",12281500.0,25007981.0
26408,tt0108515,The War Room,1993,"Documentary, History",7.4,01 Jan 1994,"James Carville, George Stephanopoulos, Heather Beckel, Paul Begala",Nominated for 1 Oscar. Another 5 wins & 2 nominations.,USA,English,901668.0,1836005.0
15139,tt0110763,The Pagemaster,1994,"Animation, Adventure, Comedy",6.0,23 Nov 1994,"Macaulay Culkin, Kanin Howell, Alexis Kirschner, Jessica Kirschner",5 nominations.,USA,English,12039526.0,24280670.0
218473,tt0109226,"The Beans of Egypt, Maine",1994,Drama,5.4,23 Nov 1994,"Martha Plimpton, Kelly Lynch, Rutger Hauer, Patrick McGaw",2 nominations.,USA,English,73956.0,149150.0
85247,tt0110259,Killer,1994,"Drama, Romance, Thriller",6.1,31 Mar 1995,"Anthony LaPaglia, Mimi Rogers, Matt Craven, Peter Boyle",,"Canada, USA, UK",English,377108.0,760531.0
11446,tt0114906,Welcome to the Dollhouse,1995,"Comedy, Drama",7.5,24 May 1996,"Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal",4 wins & 14 nominations.,USA,English,4771000.0,9245868.0
24405,tt0109403,Chasers,1994,Comedy,5.0,22 Apr 1994,"Tom Berenger, William McNamara, Erika Eleniak, Crispin Glover",,USA,English,1596700.0,3220138.0
11800,tt0110623,Naked in New York,1993,"Comedy, Romance",5.7,13 Apr 1994,"Eric Stoltz, Mary-Louise Parker, Ralph Macchio, Jill Clayburgh",1 win & 1 nomination.,USA,English,1038959.0,2115561.0
31504,tt0110363,Little Big League,1994,"Comedy, Family, Sport",6.0,29 Jun 1994,"Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow",2 nominations.,USA,English,12211068.0,24626627.0
95743,tt0109828,Foreign Student,1994,Drama,5.8,29 Jul 1994,"Robin Givens, Marco Hofschneider, Rick Johnson, Charlotte Ross",,"Netherlands, USA, France, Italy, UK",English,113727.0,229358.0
17600,tt0111252,Spanking the Monkey,1994,"Comedy, Drama",6.3,15 Jul 1994,"Jeremy Davies, Elizabeth Newett, Benjamin Hendrickson, Alberta Watson",3 wins & 5 nominations.,USA,English,1359736.0,2742242.0
10897,tt0110366,The Little Rascals,1994,"Comedy, Family, Romance",6.3,05 Aug 1994,"Travis Tedford, Kevin Jamal Woods, Jordan Warkol, Zachary Mabry",2 wins.,USA,English,51764950.0,104396777.0
21352,tt0109120,Andre,1994,"Adventure, Drama, Family",5.7,17 Aug 1994,"Tina Majorino, Chelsea Field, Shane Meier, Aidan Pendleton",4 nominations.,USA,English,16819465.0,33920595.0
37345,tt0110892,Princess Caraboo,1994,"Comedy, Drama, History",6.0,16 Sep 1994,"Jim Broadbent, Phoebe Cates, Wendy Hughes, Kevin Kline",,"UK, USA",English,3021629.0,6093859.0
32562,tt0112651,The Celluloid Closet,1995,"Documentary, History",7.8,15 Mar 1996,"Lily Tomlin, Tony Curtis, Susie Bright, Arthur Laurents",Nominated for 4 Primetime Emmys. Another 7 wins & 4 nominations.,"France, UK, Germany, USA",English,1507800.0,2922012.0
9066,tt0112572,The Brady Bunch Movie,1995,Comedy,5.9,17 Feb 1995,"Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes",3 nominations.,USA,English,46576136.0,90261339.0
771,tt0099785,Home Alone,1990,"Comedy, Family",7.5,16 Nov 1990,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard",Nominated for 2 Oscars. Another 10 wins & 4 nominations.,USA,English,285761243.0,569495810.0
251,tt0099653,Ghost,1990,"Drama, Fantasy, Romance",7.0,13 Jul 1990,"Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn",Won 2 Oscars. Another 16 wins & 22 nominations.,USA,English,217631306.0,433719127.0
812,tt0103639,Aladdin,1992,"Animation, Adventure, Comedy",8.0,25 Nov 1992,"Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",Won 2 Oscars. Another 25 wins & 18 nominations.,USA,English,217350219.0,441508999.0
280,tt0103064,Terminator 2: Judgment Day,1991,"Action, Sci-Fi, Thriller",8.5,03 Jul 1991,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick",Won 4 Oscars. Another 21 wins & 23 nominations.,"USA, France","English, Spanish",204843350.0,410173263.0
581,tt0099348,Dances with Wolves,1990,"Adventure, Drama, Western",8.0,21 Nov 1990,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant",Won 7 Oscars. Another 43 wins & 33 nominations.,"USA, UK","English, Sioux, Pawnee",184208848.0,367111250.0
80350,tt0114706,Tough and Deadly,1995,"Action, Drama, Thriller",5.9,14 Feb 1995,"Billy Blanks, Roddy Piper, Richard Norton, Charles Kahlenberg",,USA,English,,
274,tt0102926,The Silence of the Lambs,1991,"Crime, Drama, Thriller",8.6,14 Feb 1991,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz",Won 5 Oscars. Another 48 wins & 36 nominations.,USA,English,130727000.0,261764515.0
10020,tt0101414,Beauty and the Beast,1991,"Animation, Family, Fantasy",8.0,22 Nov 1991,"Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury",Won 2 Oscars. Another 25 wins & 21 nominations.,USA,"English, French",218967620.0,438455353.0
114,tt0100405,Pretty Woman,1990,"Comedy, Romance",6.9,23 Mar 1990,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander",Nominated for 1 Oscar. Another 8 wins & 10 nominations.,USA,English,178406268.0,355547243.0
15477,tt0110395,Love and a .45,1994,"Crime, Romance, Thriller",6.1,23 Nov 1994,"Gil Bellows, Renée Zellweger, Rory Cochrane, Jeffrey Combs",2 nominations.,USA,English,,
124472,tt0109934,A Great Day in Harlem,1994,"Documentary, Music",7.6,24 Feb 1995,"Quincy Jones, Dizzy Gillespie, Sonny Rollins, Buck Clayton",Nominated for 1 Oscar. Another 1 win.,USA,English,527274.0,1063377.0
30528,tt0112606,Bye Bye Love,1995,Comedy,6.1,17 Mar 1995,"Matthew Modine, Randy Quaid, Paul Reiser, Janeane Garofalo",1 nomination.,USA,English,12100000.0,23448965.0
0,tt0115978,Criminals,1997,Documentary,6.4,29 Jan 1997,Louise Smith,,USA,English,,
7300,tt0117247,One Fine Day,1996,"Comedy, Drama, Romance",6.5,20 Dec 1996,"Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz",Nominated for 1 Oscar. Another 4 wins & 5 nominations.,USA,"English, Spanish",46112540.0,87947672.0
10824,tt0112625,Candyman: Farewell to the Flesh,1995,Horror,5.2,17 Mar 1995,"Tony Todd, Kelly Rowan, William O'Leary, Bill Nunn",,"USA, UK",English,13940383.0,27015500.0
275,tt0116282,Fargo,1996,"Crime, Drama, Thriller",8.1,05 Apr 1996,"William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd",Won 2 Oscars. Another 79 wins & 59 nominations.,"USA, UK",English,25882374.0,49363894.0
25059,tt0116552,Homeward Bound II: Lost in San Francisco,1996,"Adventure, Comedy, Family",5.9,08 Mar 1996,"Michael J. Fox, Sally Field, Ralph Waite, Al Michaels",2 nominations.,USA,English,49142277.0,93726107.0
8766,tt0116514,Hellraiser: Bloodline,1996,"Horror, Sci-Fi",5.1,08 Mar 1996,"Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton",1 win & 1 nomination.,USA,English,16675000.0,31803223.0
23570,tt0117283,The Pallbearer,1996,"Comedy, Romance",4.9,03 May 1996,"David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette",,USA,English,,
47333,tt0116684,Jane Eyre,1996,"Drama, Romance",6.8,12 Apr 1996,"Anna Paquin, Nic Knight, Nicola Howard, Sasha Graff",1 win.,"France, Italy, UK, USA","English, French",5200600.0,9918791.0
46029,tt0118001,Two Much,1996,"Comedy, Romance",5.4,15 Mar 1996,"Antonio Banderas, Melanie Griffith, Daryl Hannah, Danny Aiello",5 nominations.,"Spain, USA",English,592871.0,1130747.0
32308,tt0116165,Ed,1996,"Comedy, Family, Sport",2.6,15 Mar 1996,"Matt LeBlanc, Gene Ross, Paul Hewitt, Sage Allen",3 nominations.,USA,English,6288000.0,11992723.0
123505,tt0113839,A Modern Affair,1995,"Comedy, Drama, Romance",5.7,06 Sep 1996,"Lisa Eichhorn, Stanley Tucci, Caroline Aaron, Mary Jo Salerno",,USA,English,,
340210,tt0112712,Condition Red,1995,"Action, Drama, Thriller",5.0,08 Dec 1995,"James Russo, Cynda Williams, Paul Calderon, Victor Argo",,"Finland, Germany, USA",English,,
28121,tt0117891,A Thin Line Between Love and Hate,1996,"Comedy, Crime, Drama",5.6,03 Apr 1996,"Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown",,USA,English,34746109.0,66269162.0
12520,tt0113613,The Last Supper,1995,"Comedy, Crime, Drama",6.8,05 Apr 1996,"Cameron Diaz, Ron Eldard, Annabeth Gish, Jonathan Penner",1 win & 1 nomination.,USA,English,442965.0,858435.0
1592,tt0117381,Primal Fear,1996,"Crime, Drama, Mystery",7.7,03 Apr 1996,"Richard Gere, Laura Linney, John Mahoney, Alfre Woodard",Nominated for 1 Oscar. Another 10 wins & 10 nominations.,USA,"English, Spanish",56059267.0,106918466.0
36447,tt0115837,Carried Away,1996,"Drama, Romance",6.4,31 May 1996,"Dennis Hopper, Amy Irving, Amy Locane, Julie Harris",,USA,English,156975.0,299388.0
19042,tt0115509,All Dogs Go to Heaven 2,1996,"Animation, Adventure, Family",5.4,29 Mar 1996,"Bebe Neuwirth, Ernest Borgnine, Charlie Sheen, Hamilton Camp",2 nominations.,USA,English,8620500.0,16441360.0
47449,tt0112844,Denise Calls Up,1995,Comedy,6.8,29 Mar 1996,"Tim Daly, Caroleen Feeney, Dan Gunther, Dana Wheeler-Nicholson",5 wins & 2 nominations.,USA,English,168614.0,326762.0
36259,tt0114658,Theodore Rex,1995,"Action, Comedy, Family",2.4,14 Dec 1995,"Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau, Bud Cort",2 wins & 1 nomination.,USA,English,,
41852,tt0116275,A Family Thing,1996,"Comedy, Drama",7.0,29 Mar 1996,"Robert Duvall, James Earl Jones, Michael Beach, Irma P. Hall",3 wins & 2 nominations.,USA,English,10118000.0,19297452.0
40926,tt0113122,Frisk,1995,"Drama, Thriller",4.9,22 Mar 1996,"Michael Gunther, Craig Chester, Michael Stock, Raoul O'Connell",,USA,English,,
9099,tt0117608,Sgt. Bilko,1996,Comedy,5.7,29 Mar 1996,"Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly",,USA,English,30400000.0,57980090.0
61752,tt0116414,Girl 6,1996,"Comedy, Drama",5.0,22 Mar 1996,"Theresa Randle, Isaiah Washington, Spike Lee, Jenifer Lewis",1 nomination.,USA,English,4903000.0,9351196.0
10988,tt0116095,Diabolique,1996,"Drama, Horror, Thriller",5.3,22 Mar 1996,"Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates",2 wins & 1 nomination.,USA,"English, Spanish",17100000.0,32613800.0
10684,tt0115956,Courage Under Fire,1996,"Action, Drama, Mystery",6.6,12 Jul 1996,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty",9 wins & 7 nominations.,USA,"English, Arabic",58918501.0,112371711.0
954,tt0117060,Mission: Impossible,1996,"Action, Adventure, Thriller",7.1,22 May 1996,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny",3 wins & 13 nominations.,USA,"English, French, Czech",180965237.0,345144105.0
68445,tt0109028,Cold Fever,1995,"Comedy, Drama, Mystery",7.1,05 Apr 1996,"Masatoshi Nagase, Lili Taylor, Fisher Stevens, Gísli Halldórsson",3 wins.,"USA, Japan, Iceland, Denmark, Germany","English, Icelandic, Japanese, German",337560.0,654168.0
18989,tt0117071,Moll Flanders,1996,"Drama, Romance",6.5,14 Jun 1996,"Robin Wright, Morgan Freeman, Stockard Channing, John Lynch",4 nominations.,USA,English,3363968.0,6415893.0
8840,tt0116136,DragonHeart,1996,"Action, Adventure, Fantasy",6.4,31 May 1996,"Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer",Nominated for 1 Oscar. Another 3 wins & 7 nominations.,USA,English,51317350.0,97874493.0
11107,tt0116168,Eddie,1996,"Comedy, Sport",5.1,31 May 1996,"Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins",1 win & 2 nominations.,USA,"English, Russian",31356117.0,59803634.0
161070,tt0115591,August,1996,"Comedy, Drama, Romance",6.1,19 Apr 1996,"Anthony Hopkins, Leslie Phillips, Kate Burton, Gawn Grainger",1 win.,"UK, USA",English,,
10539,tt0116683,James and the Giant Peach,1996,"Animation, Adventure, Family",6.7,12 Apr 1996,"Simon Callow, Richard Dreyfuss, Jane Leeves, Joanna Lumley",Nominated for 1 Oscar. Another 4 wins & 8 nominations.,"UK, USA",English,28934758.0,55185522.0
10543,tt0116287,Fear,1996,"Drama, Thriller",6.2,12 Apr 1996,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",1 win & 1 nomination.,USA,English,20754000.0,39582855.0
18414,tt0116768,Kids in the Hall: Brain Candy,1996,Comedy,6.8,19 Apr 1996,"Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney",4 nominations.,"Canada, USA",English,2653000.0,5059907.0
47502,tt0116269,Faithful,1996,"Comedy, Crime, Drama",5.9,03 Apr 1996,"Cher, Chazz Palminteri, Ryan O'Neal, Paul Mazursky",1 nomination.,USA,English,2104000.0,4012832.0
25087,tt0112536,Bloodsport 2,1996,"Action, Sport",4.8,01 Mar 1996,"Daniel Bernhardt, Pat Morita, Donald Gibb, James Hong",,USA,English,840850.0,1603702.0
3065,tt0117128,Mystery Science Theater 3000: The Movie,1996,"Comedy, Horror, Sci-Fi",7.4,21 Jun 1996,"Trace Beaulieu, Michael J. Nelson, Jim Mallon, Kevin Murphy",1 nomination.,USA,English,1000000.0,1907239.0
318177,tt0114616,Tarantella,1995,Drama,5.1,15 Mar 1996,"Mira Sorvino, Rose Gregorio, Matthew Lillard, Frank Pellegrino",,USA,English,,
2300,tt0117705,Space Jam,1996,"Animation, Adventure, Comedy",6.3,15 Nov 1996,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington",5 wins & 6 nominations.,USA,English,90443603.0,172497641.0
288173,tt0110061,Hostile Intentions,1995,"Action, Drama, Thriller",4.1,09 Apr 1996,"Tia Carrere, Rigg Kennedy, Lisa Dean Ryan, Tricia Leigh Fisher",,USA,"English, Spanish",,
187851,tt0140614,They Bite,1996,"Comedy, Horror, Sci-Fi",5.1,,"Donna Frotscher, Nick Baldasare, Christina Veronica, Charlie Barnett",,USA,English,,
27768,tt0108181,Some Folks Call It a Sling Blade,1994,"Short, Drama, Thriller",7.6,23 Nov 1999,"Billy Bob Thornton, Molly Ringwald, J.T. Walsh, Jefferson Mays",1 win & 1 nomination.,USA,English,,
221917,tt0114307,The Run of the Country,1995,"Drama, Romance",6.2,22 Sep 1995,"Albert Finney, Matt Keeslar, Victoria Smurfit, Anthony Brophy",,"Ireland, USA",English,470768.0,912315.0
33245,tt0113443,It's My Party,1996,Drama,7.1,22 Mar 1996,"Margaret Cho, Bruce Davison, Lee Grant, Devon Gummersall",1 nomination.,USA,English,616663.0,1176124.0
27281,tt0114048,Operation Dumbo Drop,1995,"Action, Adventure, Comedy",4.9,28 Jul 1995,"Danny Glover, Ray Liotta, Denis Leary, Doug E. Doug",,USA,"English, Vietnamese",24700000.0,47866896.0
40001,tt0117104,Mrs. Winterbourne,1996,"Comedy, Drama, Romance",6.2,19 Apr 1996,"Shirley MacLaine, Ricki Lake, Brendan Fraser, Miguel Sandoval",1 nomination.,USA,English,10070000.0,19205904.0
29621,tt0117688,Solo,1996,"Action, Sci-Fi, Thriller",3.9,23 Aug 1996,"Mario Van Peebles, Barry Corbin, William Sadler, Jaime Gomez",,"Mexico, USA","English, Spanish",4932915.0,9408251.0
20762,tt0117774,The Substitute,1996,"Action, Crime, Drama",5.9,19 Apr 1996,"Tom Berenger, Raymond Cruz, William Forsythe, Luis Guzmán",,USA,English,14752141.0,28135870.0
37144,tt0114736,True Crime,1995,"Crime, Drama, Mystery",5.3,25 Jul 1996,"Alicia Silverstone, Kevin Dillon, Bill Nunn, Michael Bowen",,USA,English,,
12656,tt0116289,Feeling Minnesota,1996,"Comedy, Crime, Drama",5.4,13 Sep 1996,"Keanu Reeves, Cameron Diaz, Vincent D'Onofrio, Delroy Lindo",,USA,English,3102672.0,5917539.0
38867,tt0109593,Delta of Venus,1995,Drama,4.5,13 Oct 1995,"Audie England, Costas Mandylor, Eric da Silva, Raven Snow",,USA,English,62949.0,121990.0
277270,tt0103095,To Cross the Rubicon,1991,Comedy,5.1,,"Patricia Royce, Lorraine Devon Wilke, JD Souther, Wade Madsen",,USA,English,,
25969,tt0112368,Angus,1995,"Comedy, Drama",6.7,15 Sep 1995,"Perry Anzilotti, Kathy Bates, Robert Curtis Brown, Kevin Connolly",1 nomination.,"UK, France, Germany, USA",English,4821759.0,9344236.0
43634,tt0115742,Boys,1996,"Mystery, Drama, Romance",4.8,10 May 1996,"Winona Ryder, Lukas Haas, John C. Reilly, James Le Gros",,USA,"English, Spanish",516350.0,984803.0
9103,tt0117420,The Quest,1996,"Action, Adventure, Thriller",5.5,26 Apr 1996,"Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn",1 nomination.,"USA, Canada",English,21600000.0,41196380.0
29649,tt0117784,Sunset Park,1996,"Drama, Sport",5.9,26 Apr 1996,"Rhea Perlman, Fredro Starr, Carol Kane, Terrence Howard",,USA,English,10000000.0,19072398.0
10990,tt0117107,Mulholland Falls,1996,"Crime, Drama, Mystery",6.2,26 Apr 1996,"Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen",1 win & 1 nomination.,USA,English,11500000.0,21933257.0
8866,tt0117979,The Truth About Cats & Dogs,1996,"Comedy, Romance",6.3,26 Apr 1996,"Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx",2 nominations.,USA,English,34073143.0,64985655.0
23449,tt0115851,Celtic Pride,1996,"Comedy, Sport",5.2,19 Apr 1996,"Damon Wayans, Daniel Stern, Dan Aykroyd, Gail O'Grady",,USA,English,9255027.0,17651556.0
36355,tt0116322,Flipper,1996,"Family, Adventure",5.2,17 May 1996,"Elijah Wood, Paul Hogan, Jonathan Banks, Robert Deacon",4 nominations.,USA,English,20047715.0,38235800.0
90148,tt0110712,Of Love and Shadows,1994,Drama,5.1,10 May 1996,"Antonio Banderas, Jennifer Connelly, Stefania Sandrelli, Diego Wallraff",4 nominations.,"Argentina, USA",English,,
922,tt0112817,Dead Man,1995,"Drama, Fantasy, Western",7.7,10 May 1996,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen",4 wins & 10 nominations.,"USA, Germany, Japan","English, Cree",1069600.0,2072811.0
9304,tt0117108,Multiplicity,1996,"Comedy, Romance, Sci-Fi",6.0,17 Jul 1996,"Michael Keaton, Andie MacDowell, Zack Duhame, Katie Schlossberg",,USA,English,20101861.0,38339069.0
73183,tt0113270,The Haunted World of Edward D. Wood Jr.,1995,"Documentary, Biography",7.3,01 May 1996,"Maila Nurmi, Dolores Fuller, Paul Marco, Conrad Brooks",1 win & 1 nomination.,USA,English,,
9100,tt0115963,The Craft,1996,"Drama, Fantasy, Horror",6.3,03 May 1996,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",1 win & 2 nominations.,USA,"English, French",24881000.0,47454033.0
20759,tt0116448,The Great White Hype,1996,"Comedy, Sport",5.4,03 May 1996,"Samuel L. Jackson, Jeff Goldblum, Peter Berg, Corbin Bernsen",,USA,English,7874000.0,15017606.0
46063,tt0116827,Last Dance,1996,"Drama, Thriller",5.8,03 May 1996,"Sharon Stone, Rob Morrow, Randy Quaid, Peter Gallagher",1 nomination.,USA,English,5858000.0,11172610.0
36915,tt0116508,Heaven's Prisoners,1996,"Drama, Mystery, Thriller",5.7,17 May 1996,"Alec Baldwin, Kelly Lynch, Mary Stuart Masterson, Eric Roberts",1 nomination.,"USA, UK",English,5005000.0,9545735.0
40507,tt0117260,Original Gangstas,1996,"Action, Crime, Drama",5.7,10 May 1996,"Fred Williamson, Jim Brown, Pam Grier, Paul Winfield",,USA,English,3014000.0,5748420.0
9802,tt0117500,The Rock,1996,"Action, Adventure, Thriller",7.4,07 Jun 1996,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer",Nominated for 1 Oscar. Another 9 wins & 8 nominations.,USA,English,134006721.0,255582954.0
25697,tt0116405,Getting Away with Murder,1996,Comedy,4.5,12 Apr 1996,"Dan Aykroyd, Lily Tomlin, Jack Lemmon, Bonnie Hunt",,"UK, USA",English,197322.0,376340.0
664,tt0117998,Twister,1996,"Action, Adventure, Drama",6.3,10 May 1996,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Nominated for 2 Oscars. Another 10 wins & 13 nominations.,USA,English,241688385.0,460957711.0
11867,tt0115624,Barb Wire,1996,"Action, Sci-Fi",3.2,03 May 1996,"Amir AboulEla, Adriana Alexander, David Andriole, Vanessa Lee Asher",1 win & 7 nominations.,USA,"English, French, German",3794000.0,7236067.0
10280,tt0117894,Thinner,1996,"Fantasy, Horror",5.7,25 Oct 1996,"Robert John Burke, Lucinda Jenney, Bethany Joy Lenz, Time Winters",1 nomination.,USA,English,15171475.0,28935641.0
10535,tt0117723,Spy Hard,1996,"Comedy, Action",5.3,24 May 1996,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",,USA,"English, French, Spanish",26906039.0,51316268.0
16299,tt0117768,The Stupids,1996,"Comedy, Adventure",4.1,30 Aug 1996,"Tom Arnold, Jessica Lundy, Bug Hall, Alex McKenna",2 wins & 4 nominations.,"UK, Canada, USA",English,2415593.0,4607115.0
10547,tt0115571,The Arrival,1996,"Sci-Fi, Thriller",6.3,31 May 1996,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Shane",1 win & 1 nomination.,"USA, Mexico",English,14048372.0,26793614.0
215107,tt0105737,Vermont Is for Lovers,1992,Comedy,6.5,25 Sep 1992,"George Thrush, Marya Cohn, Ann O'Brien, Euclid Farnham",,USA,English,,
41007,tt0113849,A Month by the Lake,1995,"Comedy, Drama, Romance",6.4,22 Sep 1995,"Vanessa Redgrave, Edward Fox, Uma Thurman, Alida Valli",,"UK, USA",English,2196534.0,4256731.0
