TMDB ID,IMDB ID,TITLE,RELEASED,YEAR,GENRE,RATING,ACTORS,AWARDS,COUNTRY,LANGUAGE,BOX OFFICE
16229,tt0236640,Prozac Nation,13 Jun 2003,2001,"Biography, Drama, Romance",6.3,"Christina Ricci, Jason Biggs, Anne Heche, Michelle Williams",,"Germany, USA, Canada",English,
12079,tt0283003,Spun,07 Feb 2003,2002,"Comedy, Crime, Drama",6.8,"Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo",2 nominations.,USA,English,237676.0
44968,tt0106466,Born Yesterday,26 Mar 1993,1993,"Comedy, Romance",5.1,"Melanie Griffith, John Goodman, Don Johnson, Edward Herrmann",1 nomination.,USA,English,17952857.0
12157,tt0099699,Green Card,01 Feb 1991,1990,"Comedy, Drama, Romance",6.2,"Gérard Depardieu, Andie MacDowell, Bebe Neuwirth, Gregg Edelman",Nominated for 1 Oscar. Another 3 wins & 3 nominations.,"France, Australia, USA","English, French, Spanish",29888235.0
71142,tt0102593,One Good Cop,03 May 1991,1991,"Action, Crime, Drama",5.8,"Michael Keaton, Rene Russo, Anthony LaPaglia, Kevin Conway",1 nomination.,USA,English,11276846.0
41164,tt0103036,Talent for the Game,26 Apr 1991,1991,"Drama, Sport",5.9,"Edward James Olmos, Lorraine Bracco, John E. Coleman, Jeff Corbett",,USA,English,336396.0
9557,tt0285462,Boat Trip,21 Mar 2003,2002,Comedy,4.9,"Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez, Vivica A. Fox",7 nominations.,"USA, Germany","English, Swedish, Spanish",8525095.0
6171,tt0285531,Dreamcatcher,21 Mar 2003,2003,"Drama, Horror, Sci-Fi",5.5,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",5 nominations.,USA,English,33700000.0
13691,tt0323642,Piglet's Big Movie,21 Mar 2003,2003,"Animation, Adventure, Family",6.0,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie",1 nomination.,USA,English,23073611.0
11523,tt0264150,View from the Top,21 Mar 2003,2003,"Comedy, Romance",5.2,"Gwyneth Paltrow, Christina Applegate, Mark Ruffalo, Candice Bergen",1 nomination.,USA,English,15512221.0
114065,tt0283323,Down and Out with the Dolls,21 Mar 2003,2001,"Comedy, Music",6.1,"Zoë Poledouris, Kinnie Starr, Nicole Barrett, Melody Moore",1 win.,USA,English,58936.0
28881,tt0105824,Wind,11 Sep 1992,1992,"Action, Drama, Sport",6.5,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson",,"USA, Japan",English,5519569.0
10782,tt0264395,Basic,28 Mar 2003,2003,"Action, Crime, Drama",6.5,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly",3 nominations.,"Germany, USA",English,26536120.0
9341,tt0298814,The Core,28 Mar 2003,2003,"Action, Adventure, Sci-Fi",5.4,"Christopher Shyer, Ray Galletti, Eileen Pedde, Rekha Sharma",,"USA, Germany, Canada, UK",English,31042346.0
9776,tt0325537,Head of State,28 Mar 2003,2003,Comedy,5.4,"Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy",10 nominations.,USA,English,37788228.0
10735,tt0286788,What a Girl Wants,04 Apr 2003,2003,"Comedy, Drama, Family",5.8,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins",1 win.,USA,English,35990505.0
16425,tt0283897,Assassination Tango,04 Sep 2003,2002,"Crime, Drama, Romance",5.9,"Robert Duvall, Rubén Blades, Kathy Baker, Luciana Pedraza",1 nomination.,"USA, Argentina","English, Spanish, German",873865.0
25461,tt0316188,Raising Victor Vargas,02 May 2003,2002,"Drama, Romance",7.2,"Victor Rasuk, Donna Maldonado, Kevin Rivera, Krystal Rodriguez",4 wins & 12 nominations.,"France, USA","English, Spanish",1965981.0
51927,tt0334416,Stevie,13 Mar 2003,2002,Documentary,8.0,"Steve James, Stephen Fielding, Tonya Gregory, Bernice Hagler",5 wins & 7 nominations.,USA,English,97044.0
12516,tt0100998,Dreams,24 Aug 1990,1990,"Drama, Fantasy",7.8,"Akira Terao, Mitsuko Baishô, Toshie Negishi, Mieko Harada",Nominated for 1 Golden Globe. Another 3 wins & 9 nominations.,"USA, Japan","Japanese, French, English",1963207.0
62184,tt0116261,Eye of God,17 Oct 1997,1997,"Crime, Drama",7.5,"Mary Kay Place, Nick Stahl, Chris Freihofer, Woody Watson",2 wins & 2 nominations.,USA,"English, German",
6016,tt0281820,The Good Thief,25 Apr 2003,2002,"Action, Crime, Drama",6.6,"Nutsa Kukhianidze, Ouassini Embarek, Tchéky Karyo, Marc Lavoine",1 win & 1 nomination.,"France, UK, Ireland, Canada, USA",English,3416785.0
8409,tt0266465,A Man Apart,04 Apr 2003,2003,"Action, Crime, Drama",6.1,"Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva",1 nomination.,"USA, Germany","English, Spanish",26183197.0
1817,tt0183649,Phone Booth,04 Apr 2003,2002,"Crime, Thriller",7.1,"Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell",1 win & 8 nominations.,USA,"English, Swahili",46524362.0
11299,tt0275277,Cowboy Bebop: The Movie,16 May 2003,2001,"Animation, Action, Crime",7.9,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Aoi Tada",2 nominations.,"Japan, USA","Japanese, English",999435.0
17995,tt0337996,DysFunktional Family,04 Apr 2003,2003,"Comedy, Documentary",6.6,"Eddie Griffin, Joe Howard, Matthew Brent, Robert Noble",,USA,English,2152090.0
21052,tt0304328,Levity,29 Aug 2003,2003,"Crime, Drama",6.5,"Billy Bob Thornton, Morgan Freeman, Holly Hunter, Kirsten Dunst",1 win.,"USA, France",English,209151.0
9506,tt0305224,Anger Management,11 Apr 2003,2003,Comedy,6.2,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",2 wins & 5 nominations.,USA,English,133756285.0
14290,tt0280477,Better Luck Tomorrow,25 Apr 2003,2002,"Crime, Drama, Romance",7.2,"Parry Shen, Jason Tobin, Shirley Anderson, Nanette Matoba",1 win & 2 nominations.,USA,English,3687324.0
24982,tt0297144,Ghosts of the Abyss,18 Apr 2003,2003,"Documentary, Family",6.9,"Bill Paxton, John Broadwater, Lori Johnston, Charles Pellegrino",1 nomination.,USA,English,16302332.0
2662,tt0251736,House of 1000 Corpses,11 Apr 2003,2003,Horror,6.0,"Sid Haig, William Bassett, Karen Black, Erin Daniels",4 wins & 8 nominations.,USA,English,12583510.0
42383,tt0245573,XX/XY,18 Jul 2003,2002,"Drama, Romance",6.0,"Mark Ruffalo, Maya Stange, Kathleen Robertson, Kel O'Neill",1 nomination.,USA,English,103874.0
11817,tt0245803,Bulletproof Monk,16 Apr 2003,2003,"Action, Comedy, Fantasy",5.5,"Yun-Fat Chow, Seann William Scott, Jaime King, Karel Roden",1 nomination.,"USA, Canada","English, Tibetan, Panjabi, German",23020488.0
24621,tt0323572,Chasing Papi,16 Apr 2003,2003,"Comedy, Romance",4.8,"Roselyn Sanchez, Sofía Vergara, Jaci Velasquez, Eduardo Verástegui",1 nomination.,USA,"English, Spanish",6052563.0
13370,tt0310281,A Mighty Wind,09 May 2003,2003,"Comedy, Music",7.3,"Jim Moret, Stuart Luce, Mary Gross, Marty Belafsky",Nominated for 1 Oscar. Another 14 wins & 27 nominations.,USA,English,17475811.0
8326,tt0311289,Holes,18 Apr 2003,2003,"Adventure, Comedy, Drama",7.1,"Sigourney Weaver, Jon Voight, Tim Blake Nelson, Shia LaBeouf",3 wins & 9 nominations.,USA,English,67325559.0
13411,tt0328099,Malibu's Most Wanted,18 Apr 2003,2003,"Comedy, Crime",5.1,"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall",3 nominations.,USA,English,34308901.0
14237,tt0109327,Brainscan,22 Apr 1994,1994,"Comedy, Horror, Sci-Fi",6.1,"Edward Furlong, Frank Langella, T. Ryder Smith, Amy Hargreaves",,"Canada, USA, UK",English,4264509.0
14308,tt0327920,I Am Trying to Break Your Heart,21 Jun 2002,2002,"Documentary, Music",7.5,"Jeff Tweedy, John Stirratt, Leroy Bach, Glenn Kotche",,USA,English,445521.0
32083,tt0107523,Married to It,26 Mar 1993,1991,"Comedy, Drama",5.9,"Beau Bridges, Stockard Channing, Robert Sean Leonard, Mary Stuart Masterson",,USA,English,1989059.0
16651,tt0250371,The Other Side of Heaven,12 Apr 2002,2001,"Adventure, Biography, Drama",6.5,"Christopher Gorham, Anne Hathaway, Joe Folau, Nathaniel Lees",1 win.,USA,"English, Tonga",4720371.0
108553,tt0100611,Sibling Rivalry,26 Oct 1990,1990,Comedy,5.4,"Kirstie Alley, Bill Pullman, Carrie Fisher, Jami Gertz",,USA,English,17854930.0
12661,tt0108442,Undercover Blues,10 Sep 1993,1993,"Comedy, Crime",6.0,"Kathleen Turner, Dennis Quaid, Fiona Shaw, Stanley Tucci",,USA,English,12416686.0
31633,tt0102411,The Marrying Man,05 Apr 1991,1991,"Comedy, Music, Romance",5.7,"Kim Basinger, Alec Baldwin, Robert Loggia, Elisabeth Shue",1 nomination.,USA,English,12454768.0
47762,tt0102849,Scenes from a Mall,22 Feb 1991,1991,Comedy,5.3,"Bette Midler, Woody Allen, Bill Irwin, Daren Firestone",,USA,English,9563393.0
47329,tt0100691,Stella,02 Feb 1990,1990,"Drama, Romance",6.0,"Bette Midler, John Goodman, Trini Alvarado, Stephen Collins",2 nominations.,USA,English,20240128.0
10743,tt0310910,Confidence,25 Apr 2003,2003,"Crime, Thriller",6.7,"Edward Burns, Rachel Weisz, Morris Chestnut, Leland Orser",,"USA, Canada, Germany",English,12148629.0
2832,tt0309698,Identity,25 Apr 2003,2003,"Mystery, Thriller",7.3,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes",1 win & 11 nominations.,USA,English,51475962.0
31459,tt0311110,It Runs in the Family,25 Apr 2003,2003,"Comedy, Drama, Romance",5.6,"Michael Douglas, Kirk Douglas, Rory Culkin, Cameron Douglas",,USA,"English, Hebrew, Spanish",7375836.0
19153,tt0360916,The Real Cancun,25 Apr 2003,2003,Documentary,2.7,"Benjamin Fletcher, Nicole Frilot, Roxanne Frilot, David Ingber",3 nominations.,USA,English,3713002.0
31932,tt0164003,City of Ghosts,27 Mar 2003,2002,"Crime, Drama, Thriller",6.0,"Matt Dillon, James Caan, Natascha McElhone, Gérard Depardieu",,USA,"English, French, Khmer, Russian",275998.0
38868,tt0342275,A Decade Under the Influence,19 Jan 2003,2003,Documentary,7.6,"Robert Altman, John G. Avildsen, Warren Beatty, Linda Blair",Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.,USA,English,34514.0
15098,tt0252684,Manic,23 May 2003,2001,Drama,7.4,"Joseph Gordon-Levitt, Maggie Baird, Don Cheadle, Blayne Weaver",1 nomination.,USA,English,69716.0
11458,tt0274711,People I Know,21 Nov 2002,2002,"Crime, Drama",5.5,"Al Pacino, Kim Basinger, Ryan O'Neal, Téa Leoni",,"USA, Germany",English,121972.0
16636,tt0334405,Spellbound,27 Jun 2003,2002,"Documentary, Comedy, Thriller",7.7,"Angela Arenivar, Ubaldo Arenivar, Jorge Arenivar, Scott McGarraugh",Nominated for 1 Oscar. Another 17 wins & 15 nominations.,USA,"English, Spanish",5530123.0
18736,tt0306841,The Lizzie McGuire Movie,02 May 2003,2003,"Adventure, Comedy, Family",5.4,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",2 wins & 3 nominations.,USA,"English, Italian",42672630.0
36658,tt0290334,X-Men 2,02 May 2003,2003,"Action, Adventure, Fantasy",7.5,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry",6 wins & 41 nominations.,"Canada, USA","English, German, Italian, Spanish",214813155.0
46989,tt0290145,Blue Car,02 May 2003,2002,Drama,6.7,"David Strathairn, Agnes Bruckner, Margaret Colin, Frances Fisher",1 win & 5 nominations.,USA,English,464126.0
20689,tt0118926,The Dancer Upstairs,23 May 2003,2002,"Drama, Thriller, Crime",7.0,"Javier Bardem, Juan Diego Botto, Laura Morante, Elvira Mínguez",1 win & 3 nominations.,"Spain, USA","English, Quechua, Spanish",2400000.0
10708,tt0317303,Daddy Day Care,09 May 2003,2003,"Comedy, Family",5.5,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King",1 win & 6 nominations.,USA,"English, Klingon, German",103600000.0
85472,tt0308672,Only the Strong Survive,15 Aug 2003,2002,"Documentary, Music",6.8,"Rufus Thomas, Carla Thomas, Isaac Hayes, Wilson Pickett",1 nomination.,USA,English,57322.0
22958,tt0308878,The Shape of Things,16 May 2003,2003,"Comedy, Drama, Romance",6.7,"Gretchen Mol, Paul Rudd, Rachel Weisz, Frederick Weller",1 nomination.,"USA, France, UK",English,662763.0
15850,tt0250067,The Trip,05 May 2002,2002,"Comedy, Drama, Romance",7.1,"Larry Sullivan, Steve Braun, Ray Baker, James Handy",3 wins & 1 nomination.,USA,English,
251053,tt0314871,Washington Heights,09 May 2002,2002,"Drama, Romance",5.5,"Tomas Milian, Manny Perez, Danny Hoch, Jude Ciccolella",5 wins & 3 nominations.,USA,English,156021.0
45069,tt0290664,Hysterical Blindness,21 Aug 2002,2002,Drama,6.5,"Uma Thurman, Gena Rowlands, Juliette Lewis, Justin Chambers",Won 1 Golden Globe. Another 3 wins & 18 nominations.,USA,English,
117269,tt0099969,Lambada,16 Mar 1990,1990,Drama,3.2,"J. Eddie Peck, Melora Hardin, Adolfo Quinones, Leticia Vasquez",,USA,"English, Italian",4263112.0
604,tt0234215,The Matrix Reloaded,15 May 2003,2003,"Action, Sci-Fi",7.2,"Ray Anthony, Christine Anu, Andy Arness, Alima Ashton-Sheibu",7 wins & 31 nominations.,"USA, Australia","English, French",281500000.0
10720,tt0309530,Down with Love,16 May 2003,2003,"Comedy, Romance",6.3,"Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce",4 wins & 8 nominations.,"USA, Germany",English,20186516.0
51230,tt0281724,Cinemania,10 Apr 2003,2002,Documentary,7.1,"Jack Angstreich, Eric Chadbourne, Bill Heidbreder, Roberta Hill",1 win & 1 nomination.,"Germany, USA",English,11305.0
23423,tt0206762,Friends and Family,17 Jun 2004,2001,"Comedy, Crime",6.4,"Greg Lauren, Chris Gartin, Rebecca Creskoff, Edward Hibbert",,USA,"English, Italian",
310,tt0315327,Bruce Almighty,23 May 2003,2003,"Comedy, Drama, Fantasy",6.7,"Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall",7 wins & 8 nominations.,USA,"English, Spanish",242589580.0
5146,tt0314786,The In-Laws,23 May 2003,2003,"Action, Comedy, Thriller",5.7,"Michael Douglas, Michael Bodnar, Vladimir Radian, Robin Tunney",,"USA, Germany, Canada","English, French, Mandarin",20384203.0
30055,tt0304081,Gigantic (A Tale of Two Johns),10 Mar 2002,2002,"Documentary, Music",7.8,"John Flansburgh, John Linnell, Gina Arnold, Michael Azerrad",1 win & 1 nomination.,USA,English,160621.0
12,tt0266543,Finding Nemo,30 May 2003,2003,"Animation, Adventure, Comedy",8.1,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe",Won 1 Oscar. Another 49 wins & 64 nominations.,USA,English,380529370.0
9654,tt0317740,The Italian Job,30 May 2003,2003,"Action, Crime, Thriller",7.0,"Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham",7 wins & 7 nominations.,"USA, France, UK, Italy","English, Russian, Italian",105996316.0
9902,tt0295700,Wrong Turn,30 May 2003,2003,Horror,6.1,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto",3 nominations.,"USA, Germany",English,15176515.0
2260,tt0342172,Capturing the Friedmans,18 Jul 2003,2003,"Documentary, Biography",7.8,"Arnold Friedman, Elaine Friedman, David Friedman, Seth Friedman",Nominated for 1 Oscar. Another 25 wins & 15 nominations.,USA,English,3117985.0
584,tt0322259,2 Fast 2 Furious,06 Jun 2003,2003,"Action, Crime, Thriller",5.9,"Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser",3 wins & 13 nominations.,"USA, Germany","English, Spanish",127083765.0
39125,tt0263671,Love the Hard Way,27 Mar 2003,2001,"Drama, Crime, Romance",6.4,"Adrien Brody, Charlotte Ayanna, Jon Seda, August Diehl",4 wins & 1 nomination.,"Germany, USA","English, Spanish, German, French, Russian",43571.0
51391,tt0307197,Murder on a Sunday Morning,26 Feb 2003,2001,"Crime, Documentary",8.1,"Ann Finnell, Patrick McGuinness, James Williams, Michael Glover",Won 1 Oscar. Another 2 wins.,"France, USA",English,
29514,tt0100827,Two Evil Eyes,25 Oct 1991,1990,Horror,6.1,"Adrienne Barbeau, Ramy Zada, Bingo O'Malley, Jeff Howell",2 nominations.,"Italy, USA",English,349618.0
12629,tt0104743,Live Wire,03 Sep 1992,1992,"Action, Drama, Thriller",5.6,"Pierce Brosnan, Ron Silver, Ben Cross, Lisa Eilbacher",,USA,English,
111815,tt0100200,Mr. & Mrs. Bridge,18 Jan 1991,1990,Drama,6.7,"Paul Newman, Saundra McClain, Joanne Woodward, Margaret Welsh",Nominated for 1 Oscar. Another 6 wins & 8 nominations.,"UK, USA, Canada",English,7698010.0
37264,tt0105481,Straight Talk,03 Apr 1992,1992,"Comedy, Drama, Romance",5.6,"Dolly Parton, James Woods, Griffin Dunne, Michael Madsen",,USA,English,21202099.0
11890,tt0102603,Oscar,26 Apr 1991,1991,"Comedy, Crime",6.4,"Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco",3 nominations.,USA,"English, Italian",23562716.0
36807,tt0120142,The Sixth Man,28 Mar 1997,1997,"Comedy, Drama, Fantasy",5.6,"Marlon Wayans, Kadeem Hardison, David Paymer, Michael Michele",,USA,English,14708874.0
8092,tt0108330,This Boy's Life,23 Apr 1993,1993,"Biography, Drama",7.3,"Robert De Niro, Ellen Barkin, Leonardo DiCaprio, Jonah Blechman",2 wins & 2 nominations.,USA,English,4104962.0
290,tt0101410,Barton Fink,21 Aug 1991,1991,"Comedy, Drama, Thriller",7.7,"John Turturro, John Goodman, Judy Davis, Michael Lerner",Nominated for 3 Oscars. Another 13 wins & 13 nominations.,"USA, UK",English,6153939.0
53380,tt0150338,Divine Trash,18 Jan 1998,1998,Documentary,7.8,"John Waters, Pat Waters, John Waters Sr., Steve Buscemi",2 wins & 1 nomination.,USA,English,39842.0
14817,tt0119215,Good Burger,25 Jul 1997,1997,"Comedy, Family",5.7,"Kel Mitchell, Kenan Thompson, Sinbad, Abe Vigoda",,USA,English,23687907.0
41791,tt0102456,Mississippi Masala,05 Feb 1992,1991,"Drama, Romance",6.6,"Denzel Washington, Sarita Choudhury, Roshan Seth, Sharmila Tagore",5 wins & 2 nominations.,"UK, USA",English,7310000.0
41670,tt0105483,A Stranger Among Us,17 Jul 1992,1992,"Crime, Drama, Romance",5.7,"Melanie Griffith, Eric Thal, John Pankow, Tracy Pollan",1 win & 3 nominations.,USA,"English, Yiddish, Hebrew",12282994.0
24073,tt0100301,Opportunity Knocks,30 Mar 1990,1990,Comedy,6.0,"Dana Carvey, Robert Loggia, Todd Graff, Julia Campbell",,USA,English,11359129.0
2071,tt0102900,Shattered,11 Oct 1991,1991,"Crime, Drama, Mystery",6.5,"Tom Berenger, Bob Hoskins, Greta Scacchi, Joanne Whalley",1 nomination.,USA,English,11511031.0
57476,tt0100670,The Spirit of '76,12 Oct 1990,1990,"Comedy, Sci-Fi",6.0,"Mark Mothersbaugh, Gerald V. Casale, Carl Reiner, Nancye Ferguson",,USA,English,
48864,tt0100924,Where the Heart Is,23 Feb 1990,1990,"Comedy, Drama",6.2,"Dabney Coleman, Uma Thurman, Joanna Cassidy, Crispin Glover",1 win & 1 nomination.,USA,English,1106475.0
10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,13 Jun 2003,2003,Comedy,3.4,"Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory",1 win & 7 nominations.,USA,English,26096584.0
31246,tt0339034,From Justin to Kelly,20 Jun 2003,2003,"Comedy, Musical, Romance",2.1,"Kelly Clarkson, Justin Guarini, Katherine Bailess, Anika Noni Rose",2 wins & 15 nominations.,USA,English,4584577.0
11375,tt0329717,Hollywood Homicide,13 Jun 2003,2003,"Action, Comedy, Crime",5.3,"Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood",1 win.,USA,English,30013346.0
20694,tt0337711,Rugrats Go Wild,13 Jun 2003,2003,"Animation, Adventure, Comedy",5.6,"Elizabeth Daily, Nancy Cartwright, Kath Soucie, Dionne Quan",2 nominations.,USA,English,39400000.0
55735,tt0293452,Loco Love,17 Mar 2003,2003,"Comedy, Romance",5.3,"Laura Harring, Roy Werner, Gerardo Mejía, Margaret Scarborough",3 wins.,USA,English,
185465,tt0298050,Manito,15 Jan 2002,2002,"Drama, Family",6.9,"Franky G, Leo Minaya, Manuel Cabral, Jessica Morales",8 wins & 6 nominations.,USA,English,
210728,tt0253335,No Turning Back,21 Jun 2002,2001,"Adventure, Thriller, Drama",6.2,"Jesus Nebot, Chelsea Rendon, Vernee Watson, Susan Haskell",5 wins & 3 nominations.,"USA, Spain",English,
17813,tt0318283,Alex & Emma,20 Jun 2003,2003,"Comedy, Romance",5.6,"Luke Wilson, Derek Barbosa, Lobo Sebastian, Rob Reiner",1 nomination.,USA,"English, French",14200000.0
94996,tt0302889,On_Line,01 Jan 2002,2002,Drama,5.7,"Josh Hamilton, Harold Perrineau, Isabel Gillies, John Fleck",1 win & 1 nomination.,USA,English,165974.0
9471,tt0305357,Charlie's Angels: Full Throttle,27 Jun 2003,2003,"Action, Adventure, Comedy",4.8,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac",7 wins & 17 nominations.,USA,"English, Mandarin, Spanish",100685880.0
44562,tt0106792,Ed and His Dead Mother,17 Nov 1993,1993,"Horror, Comedy",6.1,"Eric Christmas, Steve Buscemi, Harper Roisman, Sam Sorbo",1 nomination.,"USA, UK",English,
117179,tt0175777,Just a Little Harmless Sex,01 Oct 1998,1998,"Comedy, Romance",5.0,"Alison Eastwood, Rachel Hunter, Lauren Hutton, Tito Larriva",,USA,English,46231.0
47676,tt0106447,"Bodies, Rest & Motion",09 Apr 1993,1993,Drama,5.6,"Phoebe Cates, Bridget Fonda, Tim Roth, Eric Stoltz",1 win & 1 nomination.,USA,English,764083.0
61225,tt0103747,The Babe,17 Apr 1992,1992,"Biography, Drama, Sport",5.8,"John Goodman, Kelly McGillis, Trini Alvarado, Bruce Boxleitner",1 nomination.,USA,English,17530973.0
18886,tt0099587,Flight of the Intruder,18 Jan 1991,1991,"Action, Drama, Thriller",5.7,"Danny Glover, Willem Dafoe, Brad Johnson, Rosanna Arquette",,USA,English,14587732.0
18722,tt0104926,Mr. Baseball,02 Oct 1992,1992,"Comedy, Romance, Sport",5.9,"Tom Selleck, Ken Takakura, Aya Takanashi, Dennis Haysbert",1 nomination.,"USA, Japan","English, Japanese",20883046.0
1927,tt0286716,Hulk,20 Jun 2003,2003,"Action, Sci-Fi",5.7,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas",3 wins & 13 nominations.,USA,"English, Spanish",132122995.0
10327,tt0333780,"Legally Blonde 2: Red, White & Blonde",02 Jul 2003,2003,Comedy,4.7,"Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge",3 wins & 4 nominations.,USA,English,89808372.0
14411,tt0165982,Sinbad: Legend of the Seven Seas,02 Jul 2003,2003,"Animation, Adventure, Comedy",6.7,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes",9 nominations.,USA,"English, Cantonese, Italian",26300000.0
296,tt0181852,Terminator 3: Rise of the Machines,02 Jul 2003,2003,"Action, Adventure, Sci-Fi",6.4,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken",2 wins & 21 nominations.,"USA, Germany, UK",English,150252753.0
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,09 Jul 2003,2003,"Action, Adventure, Fantasy",8.0,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",Nominated for 5 Oscars. Another 35 wins & 96 nominations.,USA,English,305343252.0
8698,tt0311429,The League of Extraordinary Gentlemen,11 Jul 2003,2003,"Action, Adventure, Fantasy",5.8,"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran",12 nominations.,"USA, Germany, Czech Republic, UK","English, German, Italian",66327144.0
32235,tt0322659,Northfork,01 Aug 2003,2003,"Drama, Fantasy",6.4,"James Woods, Nick Nolte, Douglas Sebern, Claire Forlani",3 wins & 3 nominations.,USA,English,1278868.0
8961,tt0172156,Bad Boys II,18 Jul 2003,2003,"Action, Comedy, Crime",6.6,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union",5 wins & 13 nominations.,USA,"English, Spanish",138396624.0
17403,tt0319524,How to Deal,18 Jul 2003,2003,"Comedy, Drama, Romance",5.6,"Mandy Moore, Allison Janney, Trent Ford, Alexandra Holden",,USA,English,14108518.0
9486,tt0274166,Johnny English,18 Jul 2003,2003,"Action, Adventure, Comedy",6.1,"Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise",6 nominations.,"UK, France, USA","English, French, Japanese",27972410.0
20439,tt0284850,The Anarchist Cookbook,01 Jun 2002,2002,"Comedy, Drama, Romance",5.2,"Devon Gummersall, Dylan Bruno, Gina Philips, Johnny Whitworth",,USA,English,
68927,tt0113533,Born to Be Wild,31 Mar 1995,1995,"Adventure, Comedy, Drama",5.0,"Wil Horneff, Jean Marie Barnwell, Helen Shaver, John C. McGinley",1 win & 1 nomination.,"USA, Japan",English,3674841.0
11894,tt0101635,Curly Sue,25 Oct 1991,1991,"Comedy, Drama, Family",5.7,"Jim Belushi, Kelly Lynch, Alisan Porter, John Getz",1 win.,USA,English,33691313.0
20726,tt0110364,Little Giants,14 Oct 1994,1994,"Comedy, Family, Sport",6.3,"Rick Moranis, Ed O'Neill, Shawna Waldron, Devon Sawa",,USA,English,19288821.0
24558,tt0100053,Loose Cannons,09 Feb 1990,1990,"Action, Comedy, Crime",4.8,"Dan Aykroyd, Gene Hackman, Dom DeLuise, Ronny Cox",,USA,English,5585154.0
24356,tt0319829,Masked and Anonymous,08 Aug 2003,2003,"Comedy, Drama, Music",5.5,"Bob Dylan, Jeff Bridges, Penélope Cruz, John Goodman",1 win.,"UK, USA",English,115149.0
1996,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,25 Jul 2003,2003,"Action, Adventure, Fantasy",5.5,"Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie",1 win & 3 nominations.,"USA, Germany, Japan, UK","English, Mandarin",65700000.0
4464,tt0329575,Seabiscuit,25 Jul 2003,2003,"Drama, History, Sport",7.3,"David McCullough, Jeff Bridges, Paul Vincent O'Connor, Chris Cooper",Nominated for 7 Oscars. Another 6 wins & 37 nominations.,USA,English,120147445.0
12279,tt0338459,Spy Kids 3-D: Game Over,25 Jul 2003,2003,"Action, Adventure, Comedy",4.2,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",3 wins & 3 nominations.,USA,English,111760631.0
33339,tt0342167,Camp,29 Aug 2003,2003,"Comedy, Musical, Drama",6.3,"Daniel Letterle, Joanna Chilcoat, Robin de Jesus, Steven Cutts",6 nominations.,USA,"English, Spanish",1566968.0
4613,tt0286947,Scorched,09 May 2003,2003,"Comedy, Crime",6.0,"Alicia Silverstone, Rachael Leigh Cook, Woody Harrelson, John Cleese",,USA,English,
45096,tt0101831,Eve of Destruction,18 Jan 1991,1991,"Action, Sci-Fi, Thriller",4.8,"Gregory Hines, Renée Soutendijk, Michael Greene, Kurt Fuller",,USA,English,5451119.0
