TMDB ID,IMDB ID,TITLE,YEAR,GENRE,RATING,RELEASED,ACTORS,AWARDS,COUNTRY,LANGUAGE
85242,tt0120414,Underworld,1996,"Comedy, Thriller",4.8,09 May 1997,"Denis Leary, Joe Mantegna, Annabella Sciorra, Larry Bishop",1 nomination.,"USA, Canada",English
9622,tt0118708,Beverly Hills Ninja,1997,"Action, Comedy",5.5,17 Jan 1997,"Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker",1 nomination.,USA,English
8860,tt0119664,Metro,1997,"Action, Comedy, Crime",5.5,17 Jan 1997,"Eddie Murphy, Kim Miyori, Art Evans, James Carpenter",1 nomination.,USA,English
9619,tt0118928,Dante's Peak,1997,"Action, Adventure, Thriller",5.9,07 Feb 1997,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley",4 wins.,USA,English
40506,tt0119644,Meet Wally Sparks,1997,Comedy,5.2,31 Jan 1997,"Rodney Dangerfield, Debi Mazar, David Ogden Stiers, Burt Reynolds",,"USA, Japan",English
31000,tt0106266,Amos & Andrew,1993,"Comedy, Crime",5.5,05 Mar 1993,"Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage",,USA,"English, Spanish"
4104,tt0106387,Benny & Joon,1993,"Comedy, Drama, Romance",7.2,23 Apr 1993,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore",Nominated for 1 Golden Globe. Another 3 nominations.,USA,English
26306,tt0119937,Prefontaine,1997,"Biography, Drama, Romance",6.8,24 Jan 1997,"Jared Leto, R. Lee Ermey, Ed O'Neill, Breckin Meyer",,USA,English
14908,tt0119640,McHale's Navy,1997,"Action, Comedy",4.4,18 Apr 1997,"Tom Arnold, Dean Stockwell, Debra Messing, David Alan Grier",1 win & 1 nomination.,USA,English
12489,tt0119225,Gridlock'd,1997,"Comedy, Crime, Drama",7.0,29 Jan 1997,"Tupac Shakur, Tim Roth, Thandie Newton, Charles Fleischer",2 wins & 1 nomination.,USA,English
168283,tt0116310,Fire on the Mountain,1996,Documentary,7.3,29 Nov 1996,"Jerry Archbold, Fritz Benedict, Bill Bowerman, Ralph Bromighin",1 nomination.,USA,English
16448,tt0118111,Waiting for Guffman,1996,Comedy,7.6,31 Jan 1997,"Deborah Theaker, Michael Hitchcock, Scott Williamson, Larry Miller",2 wins & 3 nominations.,USA,English
17894,tt0118691,The Beautician and the Beast,1997,"Comedy, Romance",5.3,07 Feb 1997,"Fran Drescher, Timothy Dalton, Ian McNeice, Patrick Malahide",1 nomination.,USA,English
28059,tt0120238,SubUrbia,1996,Drama,6.8,07 Feb 1997,"Jayce Bartok, Amie Carey, Nicky Katt, Ajay Naidu",1 nomination.,USA,English
17949,tt0119887,The Pest,1997,Comedy,5.0,07 Feb 1997,"John Leguizamo, Jeffrey Jones, Freddy Rodríguez, Pat Skipper",,USA,English
1968,tt0119141,Fools Rush In,1997,"Comedy, Drama, Romance",6.0,14 Feb 1997,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez",2 nominations.,USA,"English, Spanish"
61563,tt0120357,Touch,1997,"Comedy, Drama, Romance",5.7,14 Feb 1997,"LL Cool J, Gina Gershon, Conchata Ferrell, John Doe",3 nominations.,USA,English
66,tt0118548,Absolute Power,1997,"Action, Crime, Drama",6.7,14 Feb 1997,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney",1 nomination.,USA,"English, Spanish"
20735,tt0120317,That Darn Cat,1997,"Action, Comedy, Crime",4.6,14 Feb 1997,"Christina Ricci, Doug E. Doug, Dean Jones, George Dzundza",2 nominations.,USA,English
11419,tt0120434,Vegas Vacation,1997,Comedy,5.9,14 Feb 1997,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry",1 nomination.,USA,English
333165,tt0118042,Unforgotten: Twenty-Five Years After Willowbrook,1996,Documentary,6.6,14 Feb 1997,"Danny Aiello, Geraldo Rivera",1 win.,USA,English
25796,tt0120318,That Old Feeling,1997,"Comedy, Romance",6.1,04 Apr 1997,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady",2 nominations.,USA,English
638,tt0116922,Lost Highway,1997,"Mystery, Thriller",7.6,21 Feb 1997,"Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito",1 win.,"France, USA",English
25624,tt0120036,Rosewood,1997,"Action, Drama, History",7.2,21 Feb 1997,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill",3 wins & 10 nominations.,USA,English
9366,tt0119008,Donnie Brasco,1997,"Biography, Crime, Drama",7.8,28 Feb 1997,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",Nominated for 1 Oscar. Another 2 wins & 14 nominations.,USA,"English, Italian, Japanese"
21915,tt0118750,Booty Call,1997,"Comedy, Romance",5.3,26 Feb 1997,"Jamie Foxx, Tommy Davidson, Amy Monique Waddell, Wiley Moore",,USA,English
90928,tt0120014,Rhyme & Reason,1997,"Documentary, Music",7.5,05 Mar 1997,"B-Real, Kurtis Blow, Da Brat, Chuck D.",,USA,English
50091,tt0118762,Boys Life 2,1997,Drama,6.8,07 Mar 1997,"Michael Saucedo, Justin Urich, Travis Sher, Milo Ventimiglia",,USA,English
18420,tt0118859,City of Industry,1997,"Crime, Drama, Thriller",6.2,14 Mar 1997,"Harvey Keitel, Stephen Dorff, Timothy Hutton, Famke Janssen",1 nomination.,USA,English
19952,tt0118702,Best Men,1997,"Action, Comedy, Crime",5.7,17 Oct 1997,"Dean Cain, Andy Dick, Sean Patrick Flanery, Mitchell Whitfield",,"USA, UK",English
9446,tt0119432,Jungle 2 Jungle,1997,"Comedy, Family",5.1,07 Mar 1997,"Tim Allen, Martin Short, JoBeth Williams, Lolita Davidovich",3 nominations.,"USA, France",English
28005,tt0116743,Kama Sutra: A Tale of Love,1996,"Crime, Drama, History",6.0,28 Feb 1997,"Indira Varma, Sarita Choudhury, Ramon Tikaram, Naveen Andrews",1 win & 1 nomination.,"USA, India, UK, Japan, Germany","English, Italian"
9403,tt0119951,Private Parts,1997,"Biography, Comedy, Drama",6.8,07 Mar 1997,"Howard Stern, Robin Quivers, Mary McCormack, Fred Norris",2 wins & 3 nominations.,USA,English
27322,tt0119572,Love Jones,1997,"Drama, Romance",7.4,14 Mar 1997,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson",2 wins & 7 nominations.,USA,English
10003,tt0120053,The Saint,1997,"Action, Adventure, Romance",6.2,04 Apr 1997,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev",1 win & 2 nominations.,USA,"English, Russian"
11844,tt0118064,The Van,1996,"Comedy, Drama",6.8,16 May 1997,"Colm Meaney, Donal O'Kelly, Ger Ryan, Caroline Rothwell",1 nomination.,"UK, Ireland, USA",English
49806,tt0116041,The Daytrippers,1996,"Comedy, Drama",6.9,05 Mar 1997,"Stanley Tucci, Hope Davis, Pat McNamara, Anne Meara",7 wins & 2 nominations.,"Canada, USA",English
1624,tt0119528,Liar Liar,1997,"Comedy, Fantasy",6.8,21 Mar 1997,"Jim Carrey, Maura Tierney, Justin Cooper, Cary Elwes",Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,USA,English
16052,tt0120094,Selena,1997,"Biography, Drama, Music",6.7,21 Mar 1997,"Jennifer Lopez, Jackie Guerra, Constance Marie, Alex Meneses",Nominated for 1 Golden Globe. Another 8 wins & 5 nominations.,USA,"English, Spanish"
4477,tt0118972,The Devil's Own,1997,"Action, Crime, Drama",6.1,26 Mar 1997,"Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades",1 nomination.,USA,English
24662,tt0118829,Cats Don't Dance,1997,"Animation, Comedy, Family",6.9,26 Mar 1997,"Scott Bakula, Jasmine Guy, Natalie Cole, Ashley Peldon",3 wins & 13 nominations.,USA,English
18423,tt0118663,B*A*P*S,1997,Comedy,4.1,28 Mar 1997,"Halle Berry, Martin Landau, Ian Richardson, Natalie Desselle Reid",2 nominations.,USA,"English, Italian"
6499,tt0120389,Turbo: A Power Rangers Movie,1997,"Action, Adventure, Family",3.4,28 Mar 1997,"Jon Simanton, Kai Doi, Greg Collins, Steve Cardenas",1 nomination.,"USA, Japan",English
50512,tt0118623,Anna Karenina,1997,"Drama, Romance",6.4,04 Apr 1997,"Sophie Marceau, Sean Bean, Alfred Molina, Mia Kirshner",,USA,"English, Russian"
9405,tt0119013,Double Team,1997,"Action, Comedy, Sci-Fi",4.7,04 Apr 1997,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman",4 wins.,USA,"English, Italian"
12723,tt0119381,Inventing the Abbotts,1997,"Drama, Romance",6.4,04 Apr 1997,"Joaquin Phoenix, Billy Crudup, Will Patton, Kathy Baker",,USA,English
9360,tt0118615,Anaconda,1997,"Action, Adventure, Horror",4.7,11 Apr 1997,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz",6 wins & 10 nominations.,"USA, Brazil, Peru",English
9434,tt0119229,Grosse Pointe Blank,1997,"Action, Comedy, Crime",7.4,11 Apr 1997,"John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd",2 wins & 6 nominations.,USA,English
118991,tt0116762,Keys to Tulsa,1997,"Crime, Drama, Thriller",5.2,11 Apr 1997,"Eric Stoltz, James Spader, Deborah Kara Unger, Joanna Going",,"USA, UK",English
13982,tt0118541,8 Heads in a Duffel Bag,1997,"Comedy, Crime",5.3,18 Apr 1997,"Joe Pesci, Andy Comeau, Kristy Swanson, George Hamilton",1 win.,"USA, UK","English, Spanish"
77223,tt0119859,Paradise Road,1997,"Drama, History, War",6.8,11 Apr 1997,"Glenn Close, Frances McDormand, Pauline Collins, Cate Blanchett",1 win & 6 nominations.,"Australia, USA","English, Japanese, Dutch, Malay"
31465,tt0120366,Traveller,1997,"Crime, Drama, Romance",6.2,18 Apr 1997,"Bill Paxton, Mark Wahlberg, Julianna Margulies, James Gammon",1 nomination.,USA,English
12793,tt0118586,All Over Me,1997,"Crime, Drama, Romance",6.6,16 Jul 1997,"Alison Folland, Tara Subkoff, Cole Hauser, Wilson Cruz",2 wins & 5 nominations.,USA,English
102878,tt0118783,A Brother's Kiss,1997,Drama,6.4,25 Apr 1997,"Nick Chinlund, Michael Raynor, Justin Pierce, Joshua Danowsky",,USA,English
9611,tt0120032,Romy and Michele's High School Reunion,1997,Comedy,6.1,25 Apr 1997,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming",3 nominations.,USA,English
10357,tt0120461,Volcano,1997,"Action, Drama, Sci-Fi",5.4,25 Apr 1997,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",1 win & 1 nomination.,USA,"English, Spanish, German"
816,tt0118655,Austin Powers: International Man of Mystery,1997,"Comedy, Crime",7.0,02 May 1997,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers",3 wins & 6 nominations.,"USA, Germany",English
2163,tt0118771,Breakdown,1997,"Action, Crime, Drama",6.9,02 May 1997,"Kurt Russell, J.T. Walsh, Kathleen Quinlan, M.C. Gainey",1 win & 2 nominations.,USA,English
16399,tt0115927,Commandments,1997,"Comedy, Drama, Romance",5.6,02 May 1997,"Aidan Quinn, Courteney Cox, Anthony LaPaglia, Shirl Bernheim",1 nomination.,USA,English
124843,tt0117482,Ripe,1996,"Drama, Romance",3.8,02 May 1997,"Monica Keena, Daisy Eagan, Gordon Currie, Ron Brice",,USA,English
31017,tt0120383,"Truth or Consequences, N.M.",1997,"Action, Crime, Drama",6.3,02 May 1997,"Vincent Gallo, Mykelti Williamson, Kiefer Sutherland, Kevin Pollak",,USA,English
24645,tt0105660,The Turning,1992,Drama,4.1,02 May 1992,"Karen Allen, Raymond J. Barry, Michael Dolan, Tess Harper",,USA,English
49478,tt0120479,Warriors of Virtue,1997,"Action, Fantasy, Adventure",4.6,02 May 1997,"Angus Macfadyen, Mario Yedidia, Marley Shelton, Chao Li Chi",2 nominations.,"USA, China","English, Mandarin"
12499,tt0119109,Fathers' Day,1997,"Comedy, Romance",5.1,09 May 1997,"Robin Williams, Billy Crystal, Julia Louis-Dreyfus, Nastassja Kinski",1 nomination.,USA,English
1811,tt0119809,Nowhere,1997,"Comedy, Drama, Sci-Fi",6.4,09 May 1997,"James Duval, Rachel True, Nathan Bexton, Chiara Mastroianni",1 nomination.,"USA, France",English
109614,tt0116920,Losing Chase,1996,Drama,6.8,18 Aug 1996,"Helen Mirren, Kyra Sedgwick, Beau Bridges, Michael Yarmush",Won 1 Golden Globe. Another 2 wins & 6 nominations.,USA,English
60082,tt0120190,Sprung,1997,"Comedy, Romance",5.0,14 May 1997,"Tisha Campbell-Martin, Rusty Cundieff, Paula Jai Parker, Joe Torry",,USA,English
64802,tt0119578,Love! Valour! Compassion!,1997,"Comedy, Drama, Romance",6.8,16 May 1997,"Jason Alexander, Stephen Spinella, Stephen Bogardus, Randy Becker",1 nomination.,USA,English
50850,tt0120087,The Second Jungle Book: Mowgli & Baloo,1997,"Adventure, Comedy, Drama",4.5,16 May 1997,"Jamie Williams, Billy Campbell, Roddy McDowall, David Paul Francis",,USA,English
2058,tt0118556,Addicted to Love,1997,"Comedy, Romance",6.1,23 May 1997,"Meg Ryan, Matthew Broderick, Kelly Preston, Tchéky Karyo",1 nomination.,USA,"English, French"
9450,tt0115744,Brassed Off,1996,"Comedy, Drama, Romance",7.1,23 May 1997,"Pete Postlethwaite, Tara Fitzgerald, Ewan McGregor, Stephen Tompkinson",Nominated for 1 BAFTA Film Award. Another 10 wins & 6 nominations.,"UK, USA",English
330,tt0119567,The Lost World: Jurassic Park,1997,"Action, Adventure, Sci-Fi",6.5,23 May 1997,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard",Nominated for 1 Oscar. Another 4 wins & 21 nominations.,USA,"English, Spanish"
16375,tt0117561,Schizopolis,1996,"Comedy, Fantasy, Mystery",7.1,09 Apr 1997,Miles Hardy,,USA,"English, Japanese, Italian, French"
33660,tt0120118,Shiloh,1996,"Drama, Family",6.4,25 Apr 1997,"Scott Wilson, Blake Heron, Bonnie Bartlett, Rod Steiger",4 wins.,USA,English
59232,tt0118117,The War at Home,1996,Drama,7.1,20 Nov 1996,"Emilio Estevez, Kathy Bates, Martin Sheen, Kimberly Williams-Paisley",3 nominations.,USA,English
45671,tt0114303,Rough Magic,1995,"Comedy, Drama, Romance",5.5,30 May 1997,"Bridget Fonda, Russell Crowe, Jim Broadbent, D.W. Moffett",2 wins & 1 nomination.,"UK, USA, France",English
17770,tt0120373,Trial and Error,1997,"Comedy, Romance",5.7,30 May 1997,"Michael Richards, Jeff Daniels, Charlize Theron, Jessica Steen",,USA,English
15170,tt0118787,Buddy,1997,"Adventure, Comedy, Drama",4.8,06 Jun 1997,"Rene Russo, Robbie Coltrane, Alan Cumming, Irma P. Hall",,USA,English
1701,tt0118880,Con Air,1997,"Action, Crime, Thriller",6.8,06 Jun 1997,"Colm Meaney, Mykelti Williamson, Nick Chinlund, Renoly Santiago",Nominated for 2 Oscars. Another 7 wins & 9 nominations.,USA,English
201445,tt0116834,Late Bloomers,1996,"Comedy, Drama, Romance",6.1,01 Jan 1996,"Connie Nelson, Dee Hennigan, Gary Carter, Jonah Marsh",3 wins & 1 nomination.,USA,English
1639,tt0120179,Speed 2: Cruise Control,1997,"Action, Adventure, Crime",3.7,13 Jun 1997,"Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison",1 win & 7 nominations.,USA,"English, American Sign Language, Portuguese"
49235,tt0117724,Squeeze,1997,"Crime, Drama",6.0,06 Jun 1997,"Tyrone Burton, Eddie Cutanda, Phuong Duong, Geoffrey Rhue",1 nomination.,USA,English
106129,tt0117775,Sudden Manhattan,1996,Comedy,6.5,07 Mar 1997,"Adrienne Shelly, Tim Guinee, Roger Rees, Louise Lasser",,USA,English
291634,tt0113968,The Next Step,1997,,6.2,13 Jun 1997,"Rick Negron, Kristin Moreu, Denise Faye, Taylor Nichols",,USA,English
107743,tt0118127,Wedding Bell Blues,1996,"Comedy, Romance",4.9,13 Jun 1997,"Illeana Douglas, Paulina Porizkova, Julie Warner, John Corbett",1 win.,USA,English
415,tt0118688,Batman & Robin,1997,"Action, Fantasy, Sci-Fi",3.7,20 Jun 1997,"Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman",10 wins & 21 nominations.,"USA, UK",English
47686,tt0119019,Dream with the Fishes,1997,"Comedy, Drama",7.0,20 Jun 1997,"David Arquette, Brad Hunt, Cathy Moriarty, Kathryn Erbe",,USA,English
65889,tt0120034,Roseanna's Grave,1997,"Comedy, Romance, Drama",7.2,18 Jun 1997,"Jean Reno, Mercedes Ruehl, Polly Walker, Mark Frankel",,"USA, Italy",English
11103,tt0116502,Head Above Water,1996,"Comedy, Thriller",6.0,25 Jun 1997,"Harvey Keitel, Cameron Diaz, Craig Sheffer, Billy Zane",1 win & 1 nomination.,USA,English
11970,tt0119282,Hercules,1997,"Animation, Adventure, Comedy",7.2,27 Jun 1997,"Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito",Nominated for 1 Oscar. Another 9 wins & 15 nominations.,USA,"English, Spanish, Greek"
34941,tt0119502,The Last Time I Committed Suicide,1997,"Biography, Drama",5.8,20 Jun 1997,"Thomas Jane, Keanu Reeves, Adrien Brody, John Doe",,USA,English
407992,tt0116949,MURDER and murder,1996,,7.0,20 Jun 1997,"Joanna Merlin, Kathleen Chalfant, Catherine Kellner, Isa Thomas",1 win.,USA,English
8874,tt0119738,My Best Friend's Wedding,1997,"Comedy, Drama, Romance",6.3,20 Jun 1997,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett",Nominated for 1 Oscar. Another 12 wins & 22 nominations.,USA,"English, French, Italian"
754,tt0119094,Face/Off,1997,"Action, Crime, Sci-Fi",7.3,27 Jun 1997,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola",Nominated for 1 Oscar. Another 11 wins & 21 nominations.,USA,"English, Latin"
37567,tt0119098,Fall,1997,"Drama, Romance",6.0,20 Jun 1997,"Eric Schaeffer, Amanda De Cadenet, Rudolf Martin, Francie Swift",,USA,English
607,tt0119654,Men in Black,1997,"Adventure, Comedy, Family",7.3,02 Jul 1997,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio",Won 1 Oscar. Another 18 wins & 39 nominations.,USA,"English, Spanish"
18080,tt0119848,Out to Sea,1997,"Comedy, Romance",6.0,02 Jul 1997,"Jack Lemmon, Walter Matthau, Dyan Cannon, Gloria DeHaven",,USA,"English, Italian, Japanese, Spanish"
38225,tt0120512,Wild America,1997,"Action, Adventure, Comedy",6.3,02 Jul 1997,"Jonathan Taylor Thomas, Devon Sawa, Scott Bairstow, Frances Fisher",1 win.,USA,English
17834,tt0120133,A Simple Wish,1997,"Comedy, Family, Fantasy",5.4,11 Jul 1997,"Robert Pastorelli, Ruby Dee, Francis Capra, Jonathan Hadary",1 win & 2 nominations.,USA,English
686,tt0118884,Contact,1997,"Drama, Mystery, Sci-Fi",7.4,11 Jul 1997,"Jena Malone, David Morse, Jodie Foster, Geoffrey Blake",Nominated for 1 Oscar. Another 14 wins & 26 nominations.,USA,"English, Spanish, German, Russian"
4421,tt0119173,G.I. Jane,1997,"Action, Drama, War",5.9,22 Aug 1997,"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe",2 wins & 3 nominations.,"USA, UK",English
10603,tt0119190,George of the Jungle,1997,"Action, Adventure, Comedy",5.4,16 Jul 1997,"Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree",1 win & 2 nominations.,USA,"English, Spanish"
2142,tt0118887,Cop Land,1997,"Crime, Drama, Thriller",6.9,15 Aug 1997,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro",1 win.,USA,English
8413,tt0119081,Event Horizon,1997,"Horror, Sci-Fi, Thriller",6.7,15 Aug 1997,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson",1 win & 1 nomination.,"UK, USA","English, Latin"
10336,tt0120177,Spawn,1997,"Action, Horror",5.2,01 Aug 1997,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle",1 win & 5 nominations.,USA,English
20737,tt0118570,Air Bud,1997,"Comedy, Drama, Family",5.1,01 Aug 1997,"Michael Jeter, Kevin Zegers, Wendy Makkena, Bill Cobbs",3 wins & 3 nominations.,"USA, Canada",English
9413,tt0119896,Picture Perfect,1997,"Comedy, Drama, Romance",5.5,01 Aug 1997,"Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis",,USA,English
14585,tt0119361,In the Company of Men,1997,"Comedy, Drama",7.3,01 Aug 1997,"Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin",14 wins & 11 nominations.,"Canada, USA","English, American Sign Language"
18519,tt0119152,Free Willy 3: The Rescue,1997,"Adventure, Drama, Family",4.6,08 Aug 1997,"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry",2 wins & 2 nominations.,USA,English
8834,tt0118883,Conspiracy Theory,1997,"Action, Mystery, Thriller",6.7,08 Aug 1997,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart",4 wins & 1 nomination.,USA,English
9458,tt0118966,Desperate Measures,1998,"Action, Crime, Drama",6.1,30 Jan 1998,"Michael Keaton, Andy Garcia, Brian Cox, Marcia Gay Harden",1 win.,USA,English
8854,tt0120207,Steel,1997,"Action, Crime, Sci-Fi",2.8,15 Aug 1997,"Shaquille O'Neal, Annabeth Gish, Judd Nelson, Richard Roundtree",1 nomination.,USA,English
38295,tt0120112,She's So Lovely,1997,"Drama, Romance",5.9,29 Aug 1997,"Sean Penn, James Gandolfini, Robin Wright, John Travolta",3 wins & 3 nominations.,"France, USA",English
22073,tt0119311,Hoodlum,1997,"Crime, Drama",6.2,27 Aug 1997,"Laurence Fishburne, Tim Roth, Vanessa Williams, Andy Garcia",7 nominations.,USA,English
37244,tt0119509,Leave It to Beaver,1997,"Comedy, Family",5.1,22 Aug 1997,"Christopher McDonald, Janine Turner, Cameron Finley, Erik von Detten",4 nominations.,USA,English
4961,tt0119675,Mimic,1997,"Horror, Sci-Fi",5.9,22 Aug 1997,"Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini",3 wins & 6 nominations.,USA,"English, Italian"
9416,tt0119695,Money Talks,1997,"Action, Comedy, Crime",6.2,22 Aug 1997,"Chris Tucker, Charlie Sheen, Heather Locklear, Elise Neal",1 nomination.,USA,"English, French"
26180,tt0119086,Excess Baggage,1997,"Action, Comedy, Crime",5.3,29 Aug 1997,"Alicia Silverstone, Benicio Del Toro, Christopher Walken, Jack Thompson",2 wins & 3 nominations.,USA,English
17832,tt0119484,Kull the Conqueror,1997,"Fantasy, Action, Adventure",4.8,29 Aug 1997,"Kevin Sorbo, Tia Carrere, Thomas Ian Griffith, Litefoot",,USA,English
9772,tt0118571,Air Force One,1997,"Action, Adventure, Drama",6.4,25 Jul 1997,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",Nominated for 2 Oscars. Another 7 wins & 10 nominations.,"USA, Germany","English, Russian"
6072,tt0118531,One Eight Seven,1997,"Drama, Thriller",6.7,30 Jul 1997,"Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr.",1 win & 1 nomination.,USA,"English, Spanish"
1669,tt0099810,The Hunt for Red October,1990,"Action, Adventure, Thriller",7.6,02 Mar 1990,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill",Won 1 Oscar. Another 2 wins & 6 nominations.,USA,"English, Russian"
468,tt0102494,My Own Private Idaho,1991,Drama,7.1,20 Jul 1991,"River Phoenix, Keanu Reeves, James Russo, William Richert",9 wins & 8 nominations.,USA,"English, Italian, German"
32519,tt0119465,"Kiss Me, Guido",1997,Comedy,6.1,18 Jul 1997,"Nick Scotti, Anthony Barrile, Anthony DeSando, Craig Chester",,USA,English
108401,tt0120197,Star Maps,1997,"Comedy, Drama",5.9,23 Jul 1997,"Douglas Spain, Efrain Figueroa, Kandeyce Jorden, Martha Velez",1 win & 7 nominations.,USA,"English, Spanish"
10806,tt0119360,In & Out,1997,"Comedy, Romance",6.3,19 Sep 1997,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon",Nominated for 1 Oscar. Another 7 wins & 16 nominations.,USA,English
9433,tt0119051,The Edge,1997,"Action, Adventure, Drama",6.9,26 Sep 1997,"Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau",,USA,English
6623,tt0119874,The Peacemaker,1997,"Action, Thriller",5.9,26 Sep 1997,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev",2 nominations.,USA,"English, Russian, Serbian, Bosnian, Croatian, Polish"
2118,tt0119488,L.A. Confidential,1997,"Crime, Drama, Mystery",8.3,19 Sep 1997,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell",Won 2 Oscars. Another 85 wins & 77 nominations.,USA,English
978,tt0120102,Seven Years in Tibet,1997,"Adventure, Biography, Drama",7.0,10 Oct 1997,"Brad Pitt, David Thewlis, BD Wong, Mako",Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.,"USA, UK","English, German, Mandarin, Tibetan, Hindi"
9437,tt0119468,Kiss the Girls,1997,"Crime, Drama, Mystery",6.6,03 Oct 1997,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur",5 nominations.,USA,"English, Mandarin"
29461,tt0120169,Soul Food,1997,"Comedy, Drama",6.9,26 Sep 1997,"Vanessa Williams, Vivica A. Fox, Nia Long, Michael Beach",6 wins & 12 nominations.,USA,English
56651,tt0119457,Kicked in the Head,1997,"Comedy, Crime, Drama",3.7,26 Sep 1997,"Kevin Corrigan, Linda Fiorentino, Michael Rapaport, Lili Taylor",,USA,English
10351,tt0120524,Wishmaster,1997,"Fantasy, Horror",5.7,19 Sep 1997,"Tammy Lauren, Andrew Divoff, Robert Englund, Chris Lemmon",2 nominations.,USA,English
66588,tt0120323,A Thousand Acres,1997,Drama,6.0,19 Sep 1997,"Michelle Pfeiffer, Jessica Lange, Jason Robards, Jennifer Jason Leigh",Nominated for 1 Golden Globe. Another 2 wins.,USA,English
2649,tt0119174,The Game,1997,"Drama, Mystery, Thriller",7.8,12 Sep 1997,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn",1 nomination.,USA,"English, Cantonese, German"
14289,tt0119123,Fire Down Below,1997,"Action, Drama, Thriller",5.0,05 Sep 1997,"Steven Seagal, Marg Helgenberger, Stephen Lang, Brad Hunt",4 nominations.,USA,English
10155,tt0120399,U Turn,1997,"Crime, Drama, Thriller",6.8,03 Oct 1997,"Sean Penn, Billy Bob Thornton, Abraham Benrubi, Richard Rutowski",1 win & 2 nominations.,"France, USA",English
75250,tt0119557,The Locusts,1997,Drama,6.2,03 Oct 1997,"Kate Capshaw, Jeremy Davies, Vince Vaughn, Ashley Judd",1 win & 2 nominations.,USA,English
20457,tt0119632,The MatchMaker,1997,"Comedy, Romance",6.5,03 Oct 1997,"Janeane Garofalo, David O'Hara, Milo O'Shea, Jay O. Sanders",,"Ireland, UK, USA",English
0,tt0123953,The Lay of the Land,1997,"Comedy, Drama",4.7,26 Sep 1997,"Sally Kellerman, Ed Begley Jr., Sandra Taylor, Stuart Margolin",,USA,English
33657,tt0120151,A Smile Like Yours,1997,"Comedy, Romance",4.8,22 Aug 1997,"Greg Kinnear, Lauren Holly, Joan Cusack, Jay Thomas",1 nomination.,USA,English
55306,tt0120402,Ulee's Gold,1997,Drama,7.1,18 Jul 1997,"Peter Fonda, Patricia Richardson, Christine Dunford, Tom Wood",Nominated for 1 Oscar. Another 8 wins & 16 nominations.,USA,English
